heading,content_summary,article_link,img_link,month_date,time,Year,heading_len,word_count,avg_word_len
 delhi eow arrests man for cheating misappropriation of funds , The Economic Offences Wing EOW of Delhi Police has arrested a man for allegedly cheating and misappropriating crores of rupees of public on the pretext of helping them earn huge profit in share market officials said on Monday ,https://timesofindia.indiatimes.com/city/delhi/delhi-eow-arrests-man-for-cheating-misappropriation-of-funds/articleshow/94762962.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-94762962,width-300,resizemode-4/94762962.jpg",Oct 10,17:04,2022,63,9,5.888888888888889
 no criminal past dacoity accused gets bail with rider , Delhi High Court recently granted bail to a dacoity accused but directed him to share his location on the investigating officer’s mobile number every morning ,https://timesofindia.indiatimes.com/city/delhi/no-criminal-past-dacoity-accused-gets-bail-with-rider/articleshow/91715549.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-91715549,width-300,resizemode-4/91715549.jpg",May 22,04:15,2022,56,9,5.111111111111111
 mumbai man stabbed to death during argument , A 20yearold man was stabbed to death during an argument in Trombay suburb in Mumbai a police official said on Saturday ,https://timesofindia.indiatimes.com/city/mumbai/mumbai-man-stabbed-to-death-during-argument/articleshow/91855754.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-91855754,width-300,resizemode-4/91855754.jpg",May 28,17:19,2022,46,7,5.428571428571429
 hc upholds life term for 2 0 1  1 murder of delhi university girl , In seperate orders the Delhi high court recently dealt with cases relating to murder of two Delhi University students that grabbed headlines in 2009 and 2011 ,https://timesofindia.indiatimes.com/city/delhi/hc-upholds-life-term-for-2011-murder-of-delhi-university-girl/articleshow/95240144.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-95240144,width-300,resizemode-4/95240144.jpg",Nov 02,04:15,2022,67,14,3.642857142857143
 lucknow five arrested for duping banks and financial institutions , Five miscreants were arrested for duping banks and financial institutions by impersonating themselves and submitting fake documents by a team of STF from Lucknow on Wednesday ,https://timesofindia.indiatimes.com/city/lucknow/lucknow-five-arrested-for-duping-banks-and-financial-institutes/articleshow/91138444.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-91138444,width-300,resizemode-4/91138444.jpg",Apr 28,07:44,2022,68,9,6.444444444444445
 up cooperative bank fraud gang spent rs 1 crore in executing heist , Five miscreants including two masterminds of the Cooperative Bank fraud case in which Rs 146 crore was digitally transferred by hackers were arrested by Uttar Pradesh STF on Tuesday ,https://timesofindia.indiatimes.com/city/lucknow/up-cooperative-bank-fraud-gang-spent-rs-1-crore-in-executing-heist/articleshow/95238660.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-95238660,width-300,resizemode-4/95238660.jpg",Nov 02,00:09,2022,69,12,4.666666666666667
 navi mumbai man held for molesting nurse at airoli railway station , A 50yearold contractor from Navi Mumbai was arrested by the Thane railway police for allegedly molesting a 44yearold female nurse employed with a prominent Mumbai hospital at Airoli station officials informed on Thursday ,https://timesofindia.indiatimes.com/city/thane/navi-mumbai-man-held-for-molesting-nurse-at-airoli-railway-station/articleshow/91829479.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-91829479,width-300,resizemode-4/91829479.jpg",May 27,12:19,2022,68,11,5.090909090909091
 loan call alert 6000 cyber fraud cases this year in gurugram , The city has recorded 5248 cyber fraud cases between January and May this year reflecting an 18 increase from the 4446 cases recorded during the same period last year police data revealed At 838 April 2022 saw the lowest number of cases ,https://timesofindia.indiatimes.com/city/gurgaon/loan-call-alert-6k-cyber-fraud-cases-this-year/articleshow/92155166.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-92155166,width-300,resizemode-4/92155166.jpg",Jun 12,08:07,2022,64,11,4.7272727272727275
 hyderabad rs 34 lakh copper wire stolen from cop command centre , An ambulance driver allegedly stole 34 bundles of copper wire from the underconstruction Hyderabad police commissioneratecumcommand control centre at Banjara Hills Two suspects including the ambulance driver have been taken into custody and they are being questioned till last reports came in ,https://timesofindia.indiatimes.com/city/hyderabad/hyderabad-rs-34-lakh-copper-wire-stolen-from-cop-command-centre/articleshow/92154145.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-92154145,width-300,resizemode-4/92154145.jpg",Jun 12,05:29,2022,66,11,4.909090909090909
 12yearold sexually harassed by youth in bhopal , Kamla Nagar police booked a youth on Friday for making obscene gestures and passing lewed comments at a 12yearold girl Police said a case of sexual harassment has been registered ,https://timesofindia.indiatimes.com/city/bhopal/12-year-old-sexually-harassed-by-youth-in-bhopal/articleshow/92153452.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-92153452,width-300,resizemode-4/92153452.jpg",Jun 12,03:13,2022,50,7,6.0
 delhi man held for killing wifes livein partner , A 32yearold man was arrested for allegedly killing a man who was in a livein relationship with the accuseds wife in central Delhis Sadar Bazar police said on Saturday ,https://timesofindia.indiatimes.com/city/delhi/delhi-man-held-for-killing-wifes-live-in-partner/articleshow/92151799.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-92151799,width-300,resizemode-4/92151799.jpg",Jun 11,22:31,2022,52,8,5.375
 maharashtra tops states in foreigners entering illegally 40 of total , A total of 182 foreign nationals were booked from 2019 to 2021 for entering Maharashtra illegally with forged Indian passports and procuring help from touts to live in the country Maharashtra tops the list of such states accounting for over 40 of the countrys cases 448 ,https://timesofindia.indiatimes.com/city/mumbai/maharashtra-tops-states-in-foreigners-entering-illegally-40-of-total/articleshow/94748017.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-94748017,width-300,resizemode-4/94748017.jpg",Oct 10,04:25,2022,72,10,6.1
 man serving life term for raping minor found hanging in bareilly jail , A 24yearold man who was serving life sentence in Bareilly district jail was found hanging inside the prisons medical ward on Tuesday night The prisoner identified as Abhishek Sharma was rushed to a hospital where doctors declared him dead ,https://timesofindia.indiatimes.com/city/bareilly/man-serving-life-term-for-raping-minor-found-hanging-in-bareilly-jail/articleshow/91804585.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-91804585,width-300,resizemode-4/91804585.jpg",May 26,10:48,2022,71,12,4.833333333333333
 thane one more held in multicrore forex investment scam , The Economic Offence Wing EOW of Thane police arrested a 59yearold man who was absconding in the multicrore forex investment scam case duping 37 people of Rs 3 crore ,https://timesofindia.indiatimes.com/city/thane/thane-one-more-held-in-multi-crore-forex-investment-scam/articleshow/92136005.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-92136005,width-300,resizemode-4/92136005.jpg",Jun 11,01:11,2022,59,9,5.444444444444445
 bengaluru jilted lover throws acid on woman arrested , A jilted lover allegedly threw acid on a woman for turning down his marriage proposal at Sarakki in the city on Friday morning police said ,https://timesofindia.indiatimes.com/city/bengaluru/bengaluru-jilted-lover-throws-acid-on-woman-arrested/articleshow/92128543.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-92128543,width-300,resizemode-4/92128543.jpg",Jun 10,16:33,2022,56,8,5.875
 up four face polygraph test in bizman suraj singh’s death case , The police had closed the case citing it to be an accidental death caused by falling off from the stairs ,https://timesofindia.indiatimes.com/city/lucknow/4-face-polygraph-test-in-bizmans-death/articleshow/92117926.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-92117926,width-300,resizemode-4/92117926.jpg",Jun 10,08:37,2022,65,11,4.818181818181818
 let me survive please exwest bengal minister partha chatterjee breaks down during hearing , The central investigating agencies both the CBI and ED looking into the jobs for cash scam have on Monday alleged that Partha Chatterjee former education minister of West Bengal continues to remain influential even after he lost his ministerial berth Chatterjee on the other hand broke down inside the court and pleaded with the judge to let him “survive” ,https://timesofindia.indiatimes.com/city/kolkata/let-me-survive-please-ex-west-bengal-minister-partha-chatterjee-breaks-down-during-hearing/articleshow/95209345.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-95209345,width-300,resizemode-4/95209345.jpg",Oct 31,19:19,2022,93,13,6.076923076923077
 andhra pradesh man sentenced to 10year rigorous imprisonment for raping minor girl , A special POCSO fast track court in Visakhapatnam convicted and sentenced a 20yearold Gondi Sairam Kiran to 10years of rigorous imprisonment for kidnapping and raping a sixyearold girl ,https://timesofindia.indiatimes.com/city/visakhapatnam/andhra-pradesh-man-sentenced-to-10-year-rigorous-imprisonment-for-raping-minor-girl/articleshow/94728996.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-94728996,width-300,resizemode-4/94728996.jpg",Oct 08,20:15,2022,86,12,6.083333333333333
 mumbai duo plays investigators flees with rs 10 lakh jewels , Two cleanup marshals have been arrested for duping an employee of a jewellery company of gold and diamonds worth Rs 10 lakh by asking questions like investigators ,https://timesofindia.indiatimes.com/city/mumbai/mumbai-duo-plays-investigators-flees-with-rs-10-lakh-jewels/articleshow/94652772.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-94652772,width-300,resizemode-4/94652772.jpg",Oct 05,05:30,2022,65,10,5.4
 samajwadi party conceding defeat even before polling up cm yogi adityanath , A day after Samajwadi Party chief Akhilesh Yadav accused the BJP government of influencing the free and fair by polls in Gola Gokaran Nath Assembly seat by sending Yadav police officers on a “forced leave” CM Yogi Adityanath on Monday retorted back saying that the accusation was indicative of the SP leadership conceding defeat even before polling ,https://timesofindia.indiatimes.com/city/lucknow/samajwadi-party-conceding-defeat-even-before-polling-up-cm-yogi-adityanath/articleshow/95202045.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-95202045,width-300,resizemode-4/95202045.jpg",Oct 31,15:18,2022,77,11,5.909090909090909
 pimprichinchwad rs 6 lakh in cash stolen from flat in pimple nilakh , In the early hours of Saturday unknown men broke into a building contractor’s secondfloor flat in Pimple Nilakh and made off with cash worth Rs6 lakh The theft came to light in the morning when the 37yearold complainant’s mother went to the flat to dry some clothes ,https://timesofindia.indiatimes.com/city/pune/6l-in-cash-stolen-from-flat-in-pimple-nilakh/articleshow/95191362.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-95191362,width-300,resizemode-4/95191362.jpg",Oct 31,08:22,2022,71,12,4.833333333333333
 conspiracy to malign govt image andhra pradesh hc puts interim stay on cid notices , The high court on Friday stayed the notices issued by the crime investigation department CID to senior journalist D H V S Satyanarayana Murthy in the case registered for allegedly conspiring to malign the image of the state government ,https://timesofindia.indiatimes.com/city/vijayawada/conspiracy-to-malign-govt-image-andhra-pradesh-hc-puts-interim-stay-on-cid-notices/articleshow/94715690.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-94715690,width-300,resizemode-4/94715690.jpg",Oct 08,07:54,2022,87,14,5.142857142857143
 17 atrocities reported in the news a day in mexico study finds , ,https://timesofindia.indiatimes.com/world/rest-of-world/17-atrocities-reported-in-the-news-a-day-in-mexico-study-finds/articleshow/93961865.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-93961865,width-300,resizemode-4/93961865.jpg",Sep 03,"22, 0","03,",65,12,4.333333333333333
 3 teens held for stabbing 16yearold at airoli station fleeing with his phone , Three teenagers from Rabale have been arrested for allegedly stabbing a 16yearold at Airoli station and fleeing with his mobile phone in the wee hours of Tuesday police informed on Thursday ,https://timesofindia.indiatimes.com/city/thane/3-teens-held-for-stabbing-16-year-old-at-airoli-station-fleeing-with-his-phone/articleshow/94847854.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-94847854,width-300,resizemode-4/94847854.jpg",Oct 14,07:17,2022,81,13,5.153846153846154
 ott con man arrested from mumbai for duping bollywood of lakhs , The police have arrested a member of a con gang who they said had cheated several Bollywood personalities of lakhs by promising to upload their movies on OTT platforms and taking large sums from them by showing them fake letters of service providers ,https://timesofindia.indiatimes.com/city/mumbai/ott-con-man-arrested-from-mumbai-for-duping-bollywood-of-lakhs/articleshow/94848266.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-94848266,width-300,resizemode-4/94848266.jpg",Oct 14,07:55,2022,65,11,4.818181818181818
 jammu police recover ammunition near sumbar , Police have recovered a cache of arms and ammunition including AK rounds and UBGL grenades during a search operation in remote areas of Ramban district in Jammu and Kashmir ,https://timesofindia.indiatimes.com/city/jammu/jammu-police-recover-ammunition-near-sumbar/articleshow/91493824.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-91493824,width-300,resizemode-4/91493824.jpg",May 11,17:09,2022,45,6,6.333333333333333
 thief held for stealing rs 150 lakh in telanganas nacharam , An accused was arested for burglary at Nacharam on Monday From the accused police seized 53 tolas of gold 166 gm of silver ornaments and ₹150lakh cash The incident took place when the victim was out of station ,https://timesofindia.indiatimes.com/city/hyderabad/thief-held-for-stealing-1-5l-in-nacharam/articleshow/92049373.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-92049373,width-300,resizemode-4/92049373.jpg",Jun 07,08:11,2022,62,10,5.1
 ‘denied share in property’ woman kills husband held , A 45yearold woman has been arrested for allegedly killing her third husband in Loni on Sunday after the latter had decided to bequeath his property to his children from his first wife ,https://timesofindia.indiatimes.com/city/ghaziabad/denied-share-in-property-woman-kills-husband-held/articleshow/92049201.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-92049201,width-300,resizemode-4/92049201.jpg",Jun 07,08:04,2022,55,8,5.75
 ghaziabad cops chase 2 snatchers nab one after brief gunfight , A 34yearold historysheeter who allegedly tried to snatch the mobile phone of a pedestrian in the Sahibabad area on Monday afternoon was arrested after a brief exchange of fire with cops who chased him and his aide The other criminal however managed to flee police said ,https://timesofindia.indiatimes.com/city/ghaziabad/cops-chase-2-snatchers-nab-one-after-brief-gunfight/articleshow/92049200.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-92049200,width-300,resizemode-4/92049200.jpg",Jun 07,08:04,2022,65,10,5.4
 another minor raped inside car in hyderabad youth held , Yet another case of a minor girl being raped inside a car came to light on Monday after cops nabbed a 23yearold for the offence According to police the incident took place on April 20 when the 16yearold victim  living in an orphanage  went for a party on Necklace Road along with three other girls from the facility ,https://timesofindia.indiatimes.com/city/hyderabad/another-minor-raped-inside-car-in-hyderabad-youth-held/articleshow/92047791.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-92047791,width-300,resizemode-4/92047791.jpg",Jun 07,05:06,2022,57,9,5.222222222222222
 autorickshaw driver booked for robbing minor in thane , The Vishnu Nagar police in Thanes Dombivli booked an unidentified autorickshaw driver for robbing gold chain of a 13yearold passenger ,https://timesofindia.indiatimes.com/city/thane/autorickshaw-driver-booked-for-robbing-minor-in-thane/articleshow/91702444.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-91702444,width-300,resizemode-4/91702444.jpg",May 21,11:08,2022,55,8,5.75
 pune youth held on charge of molesting minor girl , The Chandannagar police on Sunday arrested a 19yearold youth on charge of molesting a sixyearold girl at her residence The girl is a student of standard first of a citybased English medium school ,https://timesofindia.indiatimes.com/city/pune/pune-youth-held-on-charge-of-molesting-minor-girl/articleshow/92043219.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-92043219,width-300,resizemode-4/92043219.jpg",Jun 06,20:35,2022,52,9,4.666666666666667
 rajasthan man batters wife 2 daughters with stone in domestic row in udaipur village , A man allegedly killed his wife and two minor daughters by hitting them with a heavy stone in Rajasthans ​​Udaipur district police said Monday The incident happened Sunday night in Upalisubari village they said ,https://timesofindia.indiatimes.com/city/udaipur/rajasthan-man-batters-wife-2-daughters-with-stone-in-domestic-row-in-udaipur-village/articleshow/92041652.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-92041652,width-300,resizemode-4/92041652.jpg",Jun 06,19:06,2022,88,14,5.214285714285714
 woman alleges rape in noida on job pretext cops start probe , The Noida police on Tuesday launched a probe over an allegation by a Delhibased woman that she was raped by two men here on pretext of providing her employment ,https://timesofindia.indiatimes.com/city/noida/woman-alleges-rape-in-noida-on-job-pretext-cops-start-probe/articleshow/91472199.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-91472199,width-300,resizemode-4/91472199.jpg",May 10,19:17,2022,62,11,4.545454545454546
 man booked for rape and slander , A 30yearold married woman was allegedly blackmailed threatened and raped by a former friend in Parwalia locality ,https://timesofindia.indiatimes.com/city/bhopal/man-booked-for-rape-and-slander/articleshow/91697542.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-78553754,width-300,resizemode-4/78553754.jpg",May 21,03:27,2022,33,6,4.333333333333333
 amidst death threats salman khan spotted returning to galaxy apartment actors security beefed up  watch , Bollywood superstar Salman Khan who received a death threat over the weekend was spotted returning to his Bandra residence Galaxy Apartments on Monday afternoon ,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/amidst-death-threats-salman-khan-spotted-returning-to-galaxy-apartment-actors-security-beefed-up-watch/articleshow/92034430.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-92034430,width-300,resizemode-4/92034430.jpg",Jun 06,"2022,",un 06,109,16,5.75
 ahmedabad she uploads display picture husband threatens to kill her , A 22yearold Vastral woman has filed a police complaint stating that when she put up her display picture on an instant messaging app her husband threatened to kill her unless she left the houseThe woman filed a complaint with Ramol police on Sunday a year into her marriage ,https://timesofindia.indiatimes.com/city/ahmedabad/she-uploads-display-picture-husband-threatens-to-kill-her/articleshow/91273001.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-91273001,width-300,resizemode-4/91273001.jpg",May 03,03:22,2022,71,10,6.0
 maharashtra man strangles wife for serving salty breakfast , A day after a senior citizen from Thane shot dead his daughterinlaw for not serving him breakfast a Bhayander man allegedly strangled his wife for serving him salty food on Friday morning ,https://timesofindia.indiatimes.com/city/mumbai/maharashtra-man-strangles-wife-for-serving-salty-breakfast/articleshow/90874843.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-90874843,width-300,resizemode-4/90874843.jpg",Apr 16,11:57,2022,60,8,6.375
 shefali shah spills the beans on the difference between delhi crime season 1 and season 2 , After the super success of season one of ‘Delhi Crime’ the makers are all set with the second season Its lead star Shefali Shah recently spilled the beans on the difference between the two seasons ,https://timesofindia.indiatimes.com/web-series/shefali-shah-spills-the-beans-on-the-difference-between-delhi-crime-season-1-and-season-2/articleshow/93660816.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-93660816,width-300,resizemode-4/93660816.jpg",Aug 19,"2022,",ug 19,93,16,4.75
 andhra pradesh minor gangraped in guntur district , A minor girl was allegedly gangraped by two students in a lodge on the outskirts of Guntur on Wednesday Both accused are said to be juveniles and are studying engineering first year ,https://timesofindia.indiatimes.com/city/vijayawada/andhra-pradesh-minor-gangraped-in-guntur-district/articleshow/91678777.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-91678777,width-300,resizemode-4/91678777.jpg",May 20,09:56,2022,52,7,6.285714285714286
 two shops sealed for selling banned tobacco products in trichy , The food safety department officials have sealed two shops in Gandhi market and Chathiram bus stand localities in Trichy city for selling the banned tobacco products The enforcement was carried out after the shops were repeating the offence ,https://timesofindia.indiatimes.com/city/trichy/two-shops-sealed-for-selling-banned-tobacco-products-in-trichy/articleshow/92022401.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-92022401,width-300,resizemode-4/92022401.jpg",Jun 05,20:02,2022,64,10,5.3
 hyderabad teen rape case one more juvenile held telangana governor seeks report on incident , The city police on Sunday apprehended another juvenile for his alleged involvement in the sensational gang rape of a 17yearold girl at Jubilee Hills here even as Telangana governor Tamilisai Soundararajan sought a detailed report within two days from the chief secretary and director general of police regarding the case ,https://timesofindia.indiatimes.com/city/hyderabad/hyderabad-teen-rape-case-one-more-juvenile-held-telangana-governor-seeks-report-on-incident/articleshow/92018267.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-92018267,width-300,resizemode-4/92018267.jpg",Jun 05,14:57,2022,95,14,5.714285714285714
 goa court orders two months jail term for theft accused , A North Goa court has convicted a 34yearold man from Hubbali Karnataka who was caught redhanded while running away with the bag of a beach reveller at Calangute beach on May 1 this year ,https://timesofindia.indiatimes.com/city/goa/goa-court-orders-two-months-jail-term-for-theft-accused/articleshow/92014484.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-92014484,width-300,resizemode-4/92014484.jpg",Jun 05,09:37,2022,58,10,4.7
 student raped strangled to death in ups mainpuri , A 19yearold student pursuing graduation was allegedly raped and strangled to death on Wednesday late evening in the Bhogaon police station area of the Mainpuri district ,https://timesofindia.indiatimes.com/city/agra/student-raped-strangled-to-death-in-ups-mainpuri/articleshow/94673390.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-94673390,width-300,resizemode-4/94673390.jpg",Oct 06,10:55,2022,52,8,5.375
 gujarats adalaj killings cops scour 100s of hours of cctv footage , The charred remains of a couple found in Adalaj have presented police with one of the most complex cases in recent times and investigators are going through the eyesburning exercise of scanning hundreds of hours of CCTV footage for any clue ,https://timesofindia.indiatimes.com/city/ahmedabad/adalaj-killings-cops-scour-100s-of-hours-of-cctv-footage/articleshow/92011734.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-92011734,width-300,resizemode-4/92011734.jpg",Jun 05,03:07,2022,69,11,5.181818181818182
 bhopal five of family brutally murder 30yearold neighbour , Five members of a family allegedly attacked and brutally murdered a 30yearold neighbour with a sickle over a petty dispute in Bhopals Shahpura locality on Saturday evening ,https://timesofindia.indiatimes.com/city/bhopal/bhopal-five-of-family-brutally-murder-30-year-old-neighbour/articleshow/92010535.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-92010535,width-300,resizemode-4/92010535.jpg",Jun 04,23:40,2022,62,8,6.625
 madhya pradesh cop held for strangling 8yearold who asked for food , A police constable has been arrested for murdering an eightyearold boy in a fit of rage in Datia town of Madhya Pradesh because the child was hungry and kept pleading for food ,https://timesofindia.indiatimes.com/city/bhopal/madhya-pradesh-cop-held-for-strangling-8-year-old-who-asked-for-food/articleshow/91480137.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-91480137,width-300,resizemode-4/91480137.jpg",May 11,06:12,2022,70,11,5.2727272727272725
 delhi days after several shots were fired at car at traffic halt 1 of 3 assailants held , Delhi Police on Tuesday claimed to have arrested a man who allegedly fired repeatedly at an Innova car in Subhash Nagar leaving two brothers critically injured The arrested man police said is previously involved in at least six criminal cases including attempt to murder and under Arms Act ,https://timesofindia.indiatimes.com/city/delhi/days-after-several-shots-were-fired-at-car-at-traffic-halt-1-of-3-assailants-held/articleshow/91476964.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-91476964,width-300,resizemode-4/91476964.jpg",May 11,04:29,2022,91,17,4.294117647058823
 up 50 shoe slaps rs 5000 fine for dalits who use tubewells warns expradhan , muzaffarnagar police on tuesday arrested a former pradhan and strongman of a village in up along with his aide after he made an announcement warning dalits of dire consequences if they dared to come near tubewells and farmlands “if any dalit is seen near a farm or a tubewell he will be punished with a fine of rs 5000 and will be slapped 50 times with a shoe ,https://timesofindia.indiatimes.com/city/meerut/ex-pradhan-50-shoe-slaps-to-dalits-if-tubewell-used/articleshow/91479206.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-91479206,width-300,resizemode-4/91479206.jpg",May 11,03:58,2022,81,14,4.714285714285714
 elderly couple dies in fire on 4th floor of east delhi house , An 80yearold man and his 75yearold wife died in a house fire in the Krishna Nagar area on Saturday police said They suspect that an electrical short circuit may have caused the fire ,https://timesofindia.indiatimes.com/city/delhi/elderly-couple-dies-in-fire-on-4th-floor-of-east-delhi-house/articleshow/94593496.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-94593496,width-300,resizemode-4/94593496.jpg",Oct 02,08:19,2022,62,12,4.083333333333333
 andhra pradesh ‘disha spirit’ not sufficient enough to prevent crimes against women , The increasing number of crimes against women is a challenge for the state government Though the special initiative called Disha brought in by the state government has bettered crime detection it has not become a deterrent in controlling the crimes against women ,https://timesofindia.indiatimes.com/city/vijayawada/disha-spirit-not-sufficient-enough-to-prevent-crimes-against-women/articleshow/91273105.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-91273105,width-300,resizemode-4/91273105.jpg",May 03,03:26,2022,86,12,6.083333333333333
 former soldier stabbed in visakhapatnam , Two unidentified men allegedly stabbed a former soldier in the back in Visakhapatnam on Wednesday ,https://timesofindia.indiatimes.com/city/visakhapatnam/former-soldier-stabbed-in-visakhapatnam/articleshow/91645983.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-91645983,width-300,resizemode-4/91645983.jpg",May 18,19:56,2022,41,5,7.0
 gurugram 24yearold man arrested for objectionable social media post , A 24yearold youth has been arrested over an objectionable post on social media police said on FridayThe post actually came to the notice of constable Pravesh Kumar of the Gurgaon polices cyber team ,https://timesofindia.indiatimes.com/city/gurgaon/24-year-old-man-arrested-for-objectionable-social-media-post/articleshow/95155521.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-95155521,width-300,resizemode-4/95155521.jpg",Oct 29,08:02,2022,72,9,6.888888888888889
 lucknow cbi arrests top rank railway officer along with two others , A sixmember Delhi CBI team swooped down at the Northern Railway carriage and wagon department in Alambagh and arrested a Deputy chief material manager in connection with a bribery case on Friday ,https://timesofindia.indiatimes.com/city/lucknow/lucknow-cbi-arrests-top-rank-railway-officer-along-with-two-others/articleshow/91992732.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-91992732,width-300,resizemode-4/91992732.jpg",Jun 03,23:28,2022,69,11,5.181818181818182
 up man held for making objectionable comments against pm narendra modi on social media , A man was arrested for allegedly making objectionable comments against Prime Minister Narendra Modi on social media police said on Tuesday ,https://timesofindia.indiatimes.com/city/meerut/up-man-held-for-making-objectionable-comments-against-pm-narendra-modi-on-social-media/articleshow/91460295.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-91460295,width-300,resizemode-4/91460295.jpg",May 10,11:21,2022,91,14,5.428571428571429
 bihar rwd engineer cashier arrested for taking rs 50000 as bribe in aurangabad , An executive engineer of Daudnagar division of rural works department Arun Kumar and cashier Rakesh Kumar Singh were arrested by a vigilance team while taking a bribe of Rs 50000 on Tuesday ,https://timesofindia.indiatimes.com/city/patna/bihar-rwd-engineer-cashier-arrested-for-taking-rs-50000-as-bribe-in-aurangabad/articleshow/91629811.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-91629811,width-300,resizemode-4/91629811.jpg",May 18,07:29,2022,83,13,5.3076923076923075
 delhi woman alleges sexual harassment at yellow line metro station dcw demands strict action , A woman has alleged that she was sexually harassed by a man at a station on Delhi Metros yellow line officials said on Friday ,https://timesofindia.indiatimes.com/city/delhi/delhi-woman-alleges-sexual-harassment-at-yellow-line-metro-station/articleshow/91986773.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-91986773,width-300,resizemode-4/91986773.jpg",Jun 03,17:13,2022,95,14,5.714285714285714
 teen stabbed to death by exboyfriend in delhi market , Beena Jha the 19yearold woman who was stabbed by her exboyfriend in Mehrauli on Monday was found lying in a pool of blood and was rushed to AIIMS Trauma Centre ,https://timesofindia.indiatimes.com/city/delhi/mehrauli-murder-boyfriend-had-lost-his-job-a-year-ago-used-to-harass-teen/articleshow/91454493.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-91454493,width-300,resizemode-4/91454493.jpg",May 10,04:24,2022,55,9,5.0
 pune man extorts rs 29 lakh from logistics firm , The Khadki police on Monday arrested a 30yearold man from Aundh on the charge of extorting Rs 29 lakh from a logistics firm and continuing to demand more money by claiming that he represented a Mathadi workers’ group ,https://timesofindia.indiatimes.com/city/pune/man-extorts-2-9-lakh-from-logistics-firm/articleshow/94800196.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-94800196,width-300,resizemode-4/94800196.jpg",Oct 12,08:42,2022,51,9,4.555555555555555
 up pocso accused gets bail to take care of baby , Considering the welfare of a newborn baby born to a couple out of wedlock the Lucknow bench of Allahabad high court on Thursday granted bail to the man who is the father of the baby ,https://timesofindia.indiatimes.com/city/lucknow/up-pocso-accused-gets-bail-to-take-care-of-baby/articleshow/91978093.cms,"https://static.toiimg.com/thumb/imgsize-123456,msid-91978093,width-300,resizemode-4/91978093.jpg",Jun 03,11:26,2022,50,10,3.9
